 0.999997567  0.999999994  0.004209042
 0.999997423  0.999999996  0.004139185
 0.999997276  0.999999992  0.004167080
 0.999997574  0.999999997  0.004480124
 0.999997259  0.999999995  0.004088879
 0.999997567  0.999999994  0.004156828
 0.999997423  0.999999996  0.004100084
 0.999997276  0.999999992  0.004353046
 0.999997574  0.999999997  0.004371881
 0.999997259  0.999999995  0.004732132
 0.999997546  0.999999994  0.004119873
 0.999997278  0.999999995  0.004080057
 0.999997746  0.999999992  0.004179955
 0.999997353  0.999999997  0.004166126
 0.999997042  0.999999991  0.004216909
 0.999997546  0.999999994  0.004201889
 0.999997278  0.999999995  0.004189014
 0.999997746  0.999999992  0.004153967
 0.999997353  0.999999997  0.004153013
 0.999997042  0.999999991  0.004369974
 0.999861613  0.999999503  0.006146908
 0.410357859 -0.488252542  0.006899118
 0.996671751  0.999987877  0.007024050
 0.367195306  0.623325312  0.006866932
 0.378675157  0.015379328  0.006117105
 0.999861613  0.999999503  0.006456137
 0.410357859 -0.488252542  0.006885052
 0.996671751  0.999987877  0.006944895
 0.367195306  0.623325312  0.006855011
 0.378675157  0.015379328  0.006220102
 0.968289189  0.999646119  0.007091045
 0.410316412 -0.148353113  0.009552002
 0.389979421 -0.326971296  0.005519152
 0.475312547 -0.486122855  0.010402918
 0.457330602 -0.421062666  0.005306959
 0.968289189  0.999646119  0.007157087
 0.410316412 -0.148353113  0.009544134
 0.389979421 -0.326971296  0.005645037
 0.475312547 -0.486122855  0.010770082
 0.457330602 -0.421062666  0.005285978
