6.855598860472011946e-01,8.191310979659960356e-01,8.862886578297954898e-01,8.961506598749228170e-01,8.518826963904974070e-01,8.624897978986219016e-01,8.165553808760369625e-01,8.978171134130823461e-01,8.978171134130823461e-01,8.978171134130823461e-01,8.212263005700144447e-01,8.607213279047369880e-01,8.978171134130823461e-01,8.518826963904974070e-01,8.565536160844748892e-01,8.232454301403746566e-01,8.978171134130823461e-01,8.607213279047369880e-01,8.585727456548351011e-01,8.624897978986219016e-01,8.565536160844748892e-01,8.585727456548351011e-01,8.518826963904974070e-01,8.978171134130823461e-01,8.978171134130823461e-01,8.978171134130823461e-01,8.624897978986219016e-01,8.565536160844748892e-01,8.585727456548351011e-01,7.759718631824643609e-01,8.565536160844748892e-01,8.212263005700144447e-01,8.565536160844748892e-01,8.978171134130823461e-01
7.350908500123239930e-01,8.519219549330859786e-01,9.233650622420006560e-01,9.272553163204303450e-01,9.168736858857112759e-01,9.174782449359175640e-01,9.237099984079998327e-01,9.251050392314906778e-01,9.221027604235585429e-01,9.088144495040133553e-01,9.175543707762651158e-01,9.039288905238764826e-01,9.147782706331689662e-01,9.244057663664128066e-01,9.262189878784351516e-01,9.214034875584806716e-01,9.252411206623263329e-01,9.206927310150329058e-01,9.152598901468540493e-01,9.150385573274464335e-01,9.205566495841972507e-01,9.159788972722893163e-01,9.188944980880453528e-01,9.244057663664128066e-01,8.831143299681325498e-01,8.648557042596290989e-01,9.075874426596399758e-01,9.147809032082043768e-01,9.252411206623263329e-01,9.164919248848448774e-01,9.159788972722893163e-01,9.202895389115364200e-01,9.058832649319482622e-01,9.214034875584806716e-01
7.374192350334617396e-01,8.682951812380611534e-01,9.308761173768088648e-01,9.332890219924518949e-01,9.323955374046605238e-01,9.331447450024477064e-01,9.256053232064456182e-01,9.305169108118892529e-01,9.270418336096619694e-01,9.279839712454043266e-01,9.308935203663436520e-01,9.318385547565656291e-01,9.333410177766069404e-01,9.315795836608706804e-01,9.320627271603804109e-01,9.331107557655640150e-01,9.333410177766069404e-01,9.295698292850351763e-01,9.266378544494699998e-01,9.250873159555068614e-01,9.261462642920961219e-01,9.326077900876134086e-01,9.295368823872074415e-01,9.275275681336694333e-01,9.313239127712300558e-01,9.312701903503878276e-01,9.317661858055030777e-01,9.332093867002045906e-01,9.287106434292116131e-01,9.323949333697612030e-01,9.341773139897849854e-01,9.275484413746166723e-01,9.269139750573002212e-01,9.326271650488630049e-01
7.499103044547805741e-01,8.721345213226596726e-01,9.312575065737890290e-01,9.348206613132488130e-01,9.357556610527213437e-01,9.345462001522297779e-01,9.343157222383803306e-01,9.348856411272474798e-01,9.353716331375047099e-01,9.357687371205536397e-01,9.347457428287306858e-01,9.362124458076852562e-01,9.351943491429134392e-01,9.350346625450123295e-01,9.364044980408881003e-01,9.345437938390457333e-01,9.348628919003850735e-01,9.354692917403566454e-01,9.351573611364424332e-01,9.350346625450123295e-01,9.350346625450123295e-01,9.355110920415882214e-01,9.357909307434914004e-01,9.362995569534593443e-01,9.360478040152742096e-01,9.354261879876840657e-01,9.364044980408881003e-01,9.360414932169133229e-01,9.359221423033762255e-01,9.351771107144856154e-01,9.364444491678272087e-01,9.350825098406463365e-01,9.363365449599303503e-01,9.346068008848330555e-01
7.644104012025223494e-01,8.734190664741591226e-01,9.319704538731743426e-01,9.354765436271321732e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.357434699519288079e-01,9.363999176838131433e-01,9.365312669694446646e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.366187369577627653e-01,9.366658722397233072e-01,9.366187369577627653e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.366658722397233072e-01,9.363999176838131433e-01,9.366465581294829423e-01,9.365806372040428318e-01,9.366187369577627653e-01,9.363334682916123475e-01,9.366658722397233072e-01,9.363999176838131433e-01,9.366465581294829423e-01,9.366187369577627653e-01,9.363999176838131433e-01,9.366658722397233072e-01,9.365418239551155377e-01,9.365889592370759686e-01,9.365994228475225114e-01
7.668082277081659237e-01,8.740624902456965994e-01,9.320189582340342449e-01,9.360766628573893300e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01
7.640668914800990974e-01,8.740642515787844236e-01,9.320310373024666140e-01,9.358267787906825452e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01
7.668082277081659237e-01,8.740559927642609361e-01,9.320310373024666140e-01,9.360766628573893300e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01
7.668082277081659237e-01,8.740604707393077044e-01,9.320242383508505757e-01,9.358399258994266612e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01
7.668082277081659237e-01,8.740614659200410808e-01,9.320278116872040552e-01,9.359284123894100471e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01,9.366392899795057403e-01
