,dataset,method,k1,k2,ObjVal_Train,ObjVal_Test,Time_Elapsed,N_Iter
336,3,benders_CCA_without,3,3,0.4624489368780349,0.2463454347643279,1000.3935527801514,984
337,3,benders_CCA_without,3,3,0.4601461547212557,0.2989078878459273,1001.0763702392578,950
338,3,benders_CCA_without,3,3,0.448176834076271,0.347030670880089,1001.0690405368804,954
339,3,benders_CCA_with,3,3,0.4610240780568673,0.3289906603366574,1000.5779485702516,972
340,3,benders_CCA_with,3,3,0.4971290235737398,0.2080222710000757,926.4244890213012,1064
341,3,benders_CCA_with,3,3,0.4685079129381821,0.352441972667417,1000.9267225265504,1116
342,3,benders_CCA_with,3,3,0.4601461547212557,0.2989078878459273,1001.920070886612,900
343,3,benders_CCA_with,3,3,0.4464505053429922,0.3355319503594517,1001.7054295539856,871
344,3,kernelsearch_CCA_without,3,3,0.4542427912178615,0.320069974156549,19.259232759475708,-1
345,3,kernelsearch_CCA_without,3,3,0.4930892220662959,0.1866218281294529,118.73349714279176,-1
346,3,kernelsearch_CCA_without,3,3,0.4717052846267744,0.2924710112909324,71.45682787895203,-1
347,3,kernelsearch_CCA_without,3,3,0.4504207571850688,0.3869894893552691,33.10218524932861,-1
348,3,kernelsearch_CCA_without,3,3,0.4023221160555409,0.3343203501289655,13.066022396087646,-1
349,3,kernelsearch_CCA_with,3,3,0.4542427912178615,0.320069974156549,19.524099349975582,-1
350,3,kernelsearch_CCA_with,3,3,0.4930892220662959,0.1866218281294529,119.00264930725098,-1
351,3,kernelsearch_CCA_with,3,3,0.4717052846267744,0.2924710112909324,71.40320754051208,-1
352,3,kernelsearch_CCA_with,3,3,0.4504207571850688,0.3869894893552691,32.65218138694763,-1
353,3,kernelsearch_CCA_with,3,3,0.4023221160555409,0.3343203501289655,12.808305263519289,-1
354,3,combined_CCA,3,3,0.4599042409990911,0.3198473563062126,0.3860597610473633,-1
355,3,combined_CCA,3,3,0.4711388199176793,0.2562412109912216,0.5786988735198975,-1
356,3,combined_CCA,3,3,0.4525124284119398,0.3444961122337647,0.4385766983032226,-1
357,3,combined_CCA,3,3,0.4590011800531517,0.2920752863843685,0.5296821594238281,-1
358,3,combined_CCA,3,3,0.4020349001351775,0.3295396031216133,0.5149767398834229,-1
359,3,greedy_CCA,5,5,0.5063088372694808,0.3955169902817637,0.3132376670837402,-1
360,3,greedy_CCA,5,5,0.550612191867221,0.3033495546826047,0.3420288562774658,-1
361,3,greedy_CCA,5,5,0.5192800569448793,0.334912079408497,0.3198812007904053,-1
362,3,greedy_CCA,5,5,0.497424508112869,0.4071708648287859,0.3047506809234619,-1
363,3,greedy_CCA,5,5,0.484017833616526,0.4388157840413526,0.3232128620147705,-1
364,3,CCA_without,5,5,0.4814600302441528,0.3590572955713001,1000.0125036239624,-1
365,3,CCA_without,5,5,0.5491939924119371,0.2952152794653743,1000.0158278942108,-1
366,3,CCA_without,5,5,0.5028352467444115,0.3721231651042589,1000.0193858146667,-1
367,3,CCA_without,5,5,0.4665754696756878,0.3681683420138053,1000.0199582576752,-1
368,3,CCA_without,5,5,0.4683045471307583,0.396482699743495,1000.0136408805848,-1
369,3,CCA_with,5,5,0.5073659192039197,0.4035830465235814,101.26484179496764,9
370,3,CCA_with,5,5,0.5538815014780678,0.2782125828098553,100.37076115608215,3
371,3,CCA_with,5,5,0.5028352835638954,0.3721133327041402,100.14182472229004,1
372,3,CCA_with,5,5,0.4962840246298081,0.3947477902624987,100.66723155975342,5
373,3,CCA_with,5,5,0.495651241460486,0.4559139439819621,100.6255180835724,5
374,3,multistart_CCA,5,5,0.5069709470178625,0.4082425694669624,111.48258185386658,-1
375,3,multistart_CCA,5,5,0.5539391927781627,0.2775651155023302,111.27902722358704,-1
376,3,multistart_CCA,5,5,0.5228692327582134,0.3836944730635651,113.710844039917,-1
377,3,multistart_CCA,5,5,0.5112250671360329,0.4124143829973204,110.252783536911,-1
378,3,multistart_CCA,5,5,0.4958235306272444,0.4593639657777916,111.32576537132265,-1
379,3,benders_CCA_without,5,5,0.44259955133454365,0.3634454745026199,1151.5414125919342,17
380,3,benders_CCA_without,5,5,0.5020830679829088,0.29319274449706834,1047.039556503296,39
381,3,benders_CCA_without,5,5,0.5036611172318046,0.362598332144775,1181.653291463852,42
382,3,benders_CCA_without,5,5,0.49172269522740647,0.39720375649654066,1128.5886344909668,27
383,3,benders_CCA_without,5,5,0.4552112350351264,0.3782840674492321,1048.699102640152,22
384,3,benders_CCA_with,5,5,0.5018522361531291,0.3689436175226847,1047.935421705246,24
385,3,benders_CCA_with,5,5,0.5539170234382744,0.2780059050284202,1143.8370888233185,16
386,3,benders_CCA_with,5,5,0.5088070311308963,0.34123326679550703,1136.3894505500793,17
387,3,benders_CCA_with,5,5,0.48026093264640307,0.40901763952738607,1140.4445397853851,19
388,3,benders_CCA_with,5,5,0.47399609689409633,0.42751272995518835,1183.5517818927765,13
389,3,kernelsearch_CCA_without,5,5,0.5052965761369267,0.394592486585326,777.1986253261566,-1
390,3,kernelsearch_CCA_without,5,5,0.5460046762499491,0.24836724892756762,730.962652683258,-1
391,3,kernelsearch_CCA_without,5,5,0.5192903650780409,0.33454303093332205,779.5909912586212,-1
392,3,kernelsearch_CCA_without,5,5,0.5040186331519148,0.4132157224466917,718.156662940979,-1
393,3,kernelsearch_CCA_without,5,5,0.4430413405305221,0.33365721699302975,777.0616970062256,-1
394,3,kernelsearch_CCA_with,5,5,0.5052965761369267,0.394592486585326,777.0826735496521,-1
395,3,kernelsearch_CCA_with,5,5,0.5460046762499491,0.24836724892756762,731.0304977893829,-1
396,3,kernelsearch_CCA_with,5,5,0.5192903650780409,0.33454303093332205,779.1887197494507,-1
397,3,kernelsearch_CCA_with,5,5,0.5040186331519148,0.4132157224466917,717.8040885925293,-1
398,3,kernelsearch_CCA_with,5,5,0.4430413405305221,0.33365721699302975,776.8925454616547,-1
399,3,combined_CCA,5,5,0.5048898309315359,0.39524640948310996,0.7178323268890381,-1
400,3,combined_CCA,5,5,0.5517043308642258,0.2748932298632634,0.6816146373748779,-1
401,3,combined_CCA,5,5,0.5218369789691977,0.3504914019375067,0.6410996913909912,-1
402,3,combined_CCA,5,5,0.5058279296202456,0.3774306527733697,0.6406629085540771,-1
403,3,combined_CCA,5,5,0.44256213448439574,0.31161834986968645,0.7908389568328857,-1
404,4,greedy_CCA,3,3,0.4681997746975515,0.4973518434964964,0.16216015815734863,-1
405,4,greedy_CCA,3,3,0.49176759409338705,0.43572046634779704,0.16012001037597656,-1
406,4,greedy_CCA,3,3,0.5279299808906411,0.360609043139014,0.1624774932861328,-1
407,4,greedy_CCA,3,3,0.4779356365117527,0.47548260554791943,0.15909433364868164,-1
408,4,greedy_CCA,3,3,0.5021564587970656,0.4163223540307304,0.16107773780822754,-1
409,4,CCA_without,3,3,0.49386582609452734,0.41047186356789284,1000.0144205093384,-1
410,4,CCA_without,3,3,0.4993058623478458,0.4507370831718514,1000.0109927654266,-1
411,4,CCA_without,3,3,0.528504209070887,0.35569506760844005,1000.013658285141,-1
412,4,CCA_without,3,3,0.48027819802202903,0.4883451717173401,1000.0114269256592,-1
413,4,CCA_without,3,3,0.5103525397811526,0.4157264707868687,1000.018189907074,-1
414,4,CCA_with,3,3,0.48193314530189324,0.27501585085679336,100.08511996269226,1
415,4,CCA_with,3,3,0.49930430203238674,0.45077829640843037,100.13274002075195,1
416,4,CCA_with,3,3,0.5225511076715327,0.3595510975230539,100.10933470726013,1
417,4,CCA_with,3,3,0.48016885444333957,0.49037197703782115,100.11154317855835,1
418,4,CCA_with,3,3,0.5103463457821221,0.4149396960346144,100.09797501564026,1
419,4,multistart_CCA,3,3,0.4938688062933388,0.41029112097998716,9.922009944915771,-1
420,4,multistart_CCA,3,3,0.4993025640950298,0.45078057116462217,25.550460815429688,-1
421,4,multistart_CCA,3,3,0.5285009405594882,0.3557956609757501,35.30130696296692,-1
422,4,multistart_CCA,3,3,0.48026971423415,0.48778385885916437,13.471759796142578,-1
423,4,multistart_CCA,3,3,0.5103442642543681,0.4147509527783628,21.085912227630615,-1
424,4,benders_CCA_without,3,3,0.4938648170089738,0.41001417421979425,1001.0862655639648,1017
425,4,benders_CCA_without,3,3,0.4993075494839853,0.4505806606215137,1002.0121462345123,1020
426,4,benders_CCA_without,3,3,0.5284620725988028,0.3566655597416307,1000.9318447113037,973
427,4,benders_CCA_without,3,3,0.4802805378488605,0.48862976640248146,1001.896155834198,924
428,4,benders_CCA_without,3,3,0.5103554442092141,0.41576480090027457,1000.814236164093,954
429,4,benders_CCA_with,3,3,0.4938648170089738,0.41001417421979425,1001.1377985477448,882
430,4,benders_CCA_with,3,3,0.4993075494839853,0.4505806606215137,1001.1980471611023,948
431,4,benders_CCA_with,3,3,0.5227848554979673,0.35674842274767543,661.9889903068542,938
432,4,benders_CCA_with,3,3,0.4802805378488605,0.48862976640248146,1000.8696618080139,930
433,4,benders_CCA_with,3,3,0.5103554442092141,0.41576480090027457,1001.5047340393066,1066
434,4,kernelsearch_CCA_without,3,3,0.49388052230936824,0.4111809906694533,17.791765689849854,-1
